TABLE DR5. C & O ISOTOPIC DATA FOR THE LOMFJORDEN AND LOWER HINLOPENSTRETET SUPERGROUP CARBONATES,,,,,,,,,,,,,
Sample Name,Section,Section Height (m),Group,Formation,Member,Composite Height (m),Sample Age (Ma),UID,Session,𝞭13CVPDB,𝞭13CVPDB standard error,𝞭18OVPDB,𝞭18OVPDB startdard error
J1623-44.7,J1623,44.7,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4436.342965,837.7612442,24371,20240717,3.52,0.0073,-9.03,0.0147
J1623-47.2,J1623,47.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4439.494137,837.4778653,24372,20240717,3.57,0.0059,-9.57,0.0135
G4-386,G4,386,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4440,837.4323741,14131,20210705,5.78,0.0061,-5.96,0.0056
J1623-48.3,J1623,48.3,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4440.880653,837.3531787,24373,20240717,3.58,0.0099,-10.22,0.0133
J1623-49.1,J1623,49.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4441.889028,837.2624974,24374,20240717,5.17,0.0067,-8.88,0.0056
J1623-50.2,J1623,50.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4443.275544,837.1378108,24375,20240717,3.98,0.0051,-9.29,0.0036
J1623-51.3,J1623,51.3,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4444.66206,837.0131241,24376,20240717,2.73,0.0104,-7.94,0.0197
J1623-53.5,J1623,53.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4447.435092,836.7637507,24377,20240717,3.17,0.0155,-7.47,0.0161
G4-394,G4,394,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4448,836.7129496,14132,20210705,5.52,0.0046,-7.04,0.0036
J1623-54.6,J1623,54.6,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4448.821608,836.639064,24380,20240717,2.83,0.0195,-7.92,0.0313
J1623-57.1,J1623,57.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4451.972781,836.3556852,24381,20240717,2.54,0.0114,-7.66,0.0216
J1623-57.9,J1623,57.9,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4452.981156,836.265004,24382,20240717,4.34,0.003,-8.99,0.0052
J1623-59.8,J1623,59.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4455.376047,836.0496361,24383,20240717,2.6,0.0084,-9.21,0.0134
J1623-60.5,J1623,60.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4456.258375,835.97029,24384,20240717,3.6,0.0033,-8.73,0.0083
J1623-61.8,J1623,61.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4457.896985,835.822933,24385,20240717,3.18,0.0146,-8.98,0.0207
G4-404,G4,404,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4458,835.8136691,14135,20210705,6.33,0.003,-7.58,0.004
J1623-62.7,J1623,62.7,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4459.031407,835.7209166,24386,20240717,2.98,0.0059,-9.39,0.0114
J1623-63.8,J1623,63.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4460.417923,835.59623,24387,20240717,2.67,0.0178,-9.24,0.0346
J1623-64.9,J1623,64.9,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4461.804439,835.4715433,24390,20240717,3.21,0.0032,-9.23,0.0092
G4-411.5,G4,411.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4465.5,835.1392086,14136,20210705,6.59,0.0027,-7.52,0.0089
J1623-69.3,J1623,69.3,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4467.350503,834.9727965,24391,20240717,4.35,0.0115,-9.38,0.0115
J1623-70.1,J1623,70.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4468.358878,834.8821153,24392,20240717,2.14,0.0174,-8.68,0.0198
J1623-70.8,J1623,70.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4469.241206,834.8027692,24393,20240717,3.38,0.0271,-7.98,0.0325
J1623-72.7,J1623,72.7,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4471.636097,834.5874013,24395,20240717,4.38,0.0054,-8.76,0.0049
J1623-73.8,J1623,73.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4473.022613,834.4627147,24400,20240718,2.72,0.0053,-8.93,0.008
J1623-74.8,J1623,74.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4474.283082,834.3493631,24401,20240718,2.54,0.0123,-8.89,0.0167
J1623-74.9,J1623,74.9,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4474.409129,834.338028,24402,20240718,2.74,0.0079,-8.97,0.0117
G4-421.2,G4,421.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4475.2,834.2669065,14137,20210705,6.31,0.0047,-7.51,0.0122
J1623-77.8,J1623,77.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4478.064489,834.0093085,24394,20240717,2.73,0.0093,-9.12,0.0049
J1623-77.9,J1623,77.9,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4478.190536,833.9979734,24403,20240718,4.86,0.0048,-9.15,0.0109
J1623-79.1,J1623,79.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4479.703099,833.8619515,24404,20240718,2.12,0.0841,-9.02,0.1269
J1623-80.8,J1623,80.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4481.845896,833.6692539,24405,20240718,2.79,0.0085,-8.71,0.008
J1623-81.8,J1623,81.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4483.106365,833.5559024,24406,20240718,2.72,0.0046,-8.68,0.0108
G4-430,G4,430,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4484,833.4755396,14138,20210705,6.37,0.0142,-6.59,0.0268
J1623-85.6,J1623,85.6,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4487.896147,833.1251666,24407,20240718,1.83,0.011,-9.28,0.0134
G4-434.5,G4,434.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4488.5,833.0708633,14139,20210705,6.91,0.0027,-6.87,0.0079
G4-438,G4,438,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4492,832.7561151,14140,20210705,7.15,0.0759,-6.36,0.0699
G4-442.5,G4,442.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4496.5,832.3514388,14141,20210705,6.62,0.0062,-7.13,0.0078
G4-446,G4,446,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4500,832.0366906,14151,20210705,6.84,0.0041,-7.37,0.0034
G4-452.4,G4,452.4,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4506.4,831.4611511,14150,20210705,7.13,0.0039,-5.84,0.007
G4-454.2,G4,454.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4508.2,831.2992806,14123,20210704,7.67,0.0031,-5.95,0.0043
G4-457,G4,457,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4511,831.047482,14122,20210704,7.23,0.0039,-6.3,0.0062
J1623-108.7,J1623,108.7,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4517.012982,830.5067463,24410,20240718,1.75,0.0108,-8.89,0.0152
J1623-109.7,J1623,109.7,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4518.273451,830.3933947,24411,20240718,2.22,0.0055,-8.82,0.0109
J1623-111.5,J1623,111.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4520.542295,830.189362,24412,20240718,3.54,0.0155,-8.06,0.0165
J1623-111.6,J1623,111.6,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4520.668342,830.1780268,24413,20240718,2.75,0.0066,-8.64,0.0109
J1623-112.5,J1623,112.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4521.802764,830.0760104,24414,20240718,2.53,0.018,-8.64,0.0253
J1623-113.9,J1623,113.9,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4523.56742,829.9173183,24415,20240718,3.08,0.0041,-8.88,0.0067
J1623-114.8,J1623,114.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4524.701843,829.8153019,24416,20240718,3.04,0.0038,-8.94,0.0083
J1623-115.6,J1623,115.6,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4525.710218,829.7246207,24417,20240718,3.24,0.0169,-7.98,0.0314
J1623-116.1,J1623,116.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4526.340452,829.6679449,24420,20240718,2.92,0.0161,-8.32,0.022
J1623-117.3,J1623,117.3,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4527.853015,829.5319231,24421,20240718,2.82,0.004,-8.72,0.008
J1623-118.6,J1623,118.6,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4529.491625,829.3845661,24422,20240718,3.07,0.0071,-8.49,0.0066
J1623-120,J1623,120,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4531.256281,829.225874,24423,20240718,2.94,0.0161,-8.73,0.0219
J1623-121.2,J1623,121.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4532.768844,829.0898521,24424,20240718,3.38,0.0187,-8.33,0.0217
G5-0,G5,0,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4533.3,829.0420863,25143,20240906,4.35,0.0137,-6.93,0.0176
J1623-122.5,J1623,122.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4534.407454,828.9424951,24425,20240718,3.77,0.0042,-8.44,0.0059
J1623-123.5,J1623,123.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4535.667923,828.8291436,24512,20240724,2.97,0.01,-9.11,0.0134
G5-3.5,G5,3.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4536.8,828.7273381,25155,20240906,4.93,0.0061,-7.05,0.0024
J1623-125.2,J1623,125.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4537.81072,828.636446,24513,20240724,3.01,0.0066,-8.74,0.0102
G5-5,G5,5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4538.3,828.592446,25172,20240906,4.2,0.0054,-8.92,0.0095
J1623-126.1,J1623,126.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4538.945142,828.5344296,24514,20240724,3.69,0.0061,-8.5,0.0056
G5-6,G5,6,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4539.3,828.502518,25173,20240906,4.83,0.0085,-7.26,0.009
J1623-127.4,J1623,127.4,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4540.583752,828.3870727,24515,20240724,2.95,0.0057,-8.59,0.0125
G5-7.4,G5,7.4,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4540.7,828.3766187,25174,20240906,6.86,0.0275,-7.1,0.0398
J1623-128.2,J1623,128.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4541.592127,828.2963914,24516,20240724,3.15,0.0125,-8.28,0.0213
J1623-129.4,J1623,129.4,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4543.10469,828.1603696,24517,20240724,2.84,0.0095,-8.75,0.0088
G5-10,G5,10,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4543.3,828.1428058,25144,20240906,7.08,0.011,-7.4,0.0225
J1623-130.2,J1623,130.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4544.113065,828.0696884,24518,20240724,3.15,0.0131,-8.39,0.0216
G5-11,G5,11,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4544.3,828.0528777,25145,20240906,6.45,0.0037,-7.11,0.0044
G5-15,G5,15,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4548.3,827.6931655,25146,20240906,7.11,0.0047,-6.41,0.0132
J1623-134.4,J1623,134.4,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4549.407035,827.5936119,24519,20240724,3.08,0.0061,-8.48,0.0146
J1623-135.3,J1623,135.3,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4550.541457,827.4915956,24522,20240724,2.86,0.0202,-8.68,0.0364
G5-18,G5,18,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4551.3,827.4233813,25147,20240906,7.03,0.0076,-6.07,0.0098
J1623-136.7,J1623,136.7,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4552.306114,827.3329034,24523,20240724,3.17,0.0129,-8.56,0.0099
J1623-138.1,J1623,138.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4554.070771,827.1742113,24524,20240724,3.16,0.01,-8.2,0.0175
J1623-139,J1623,139,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4555.205193,827.0721949,24525,20240724,4.21,0.0054,-7.87,0.0097
G5-22,G5,22,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4555.3,827.0636691,25148,20240906,6.71,0.0069,-6.67,0.0048
J1623-140,J1623,140,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4556.465662,826.9588434,24526,20240724,3.29,0.0049,-8.31,0.0051
G5-24,G5,24,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4557.3,826.8838129,25149,20240906,6.55,0.0039,-6.89,0.0068
J1623-141.2,J1623,141.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4557.978224,826.8228215,24527,20240724,3.19,0.0163,-7.88,0.0212
G5-25,G5,25,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4558.3,826.7938849,25150,20240906,6.27,0.0064,-7.14,0.0094
G5-26,G5,26,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4559.3,826.7039568,25153,20240906,5.85,0.0028,-7.96,0.0075
J1623-142.9,J1623,142.9,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4560.121022,826.6301239,24528,20240724,4.01,0.0136,-7.87,0.0237
J1623-144.1,J1623,144.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4561.633585,826.4941021,24529,20240724,3.45,0.0045,-8.24,0.0067
G5-28.4,G5,28.4,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4561.7,826.4881295,25154,20240906,6.13,0.0206,-7.1,0.0315
J1623-145.3,J1623,145.3,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4563.146147,826.3580803,24532,20240724,3.22,0.0146,-8.25,0.0181
G5-30,G5,30,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4563.3,826.3442446,25156,20240906,5.18,0.0032,-8.09,0.0064
J1623-146.1,J1623,146.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4564.154523,826.267399,24533,20240724,3.1,0.0136,-5.97,0.0294
G5-31,G5,31,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4564.3,826.2543165,25157,20240906,4.72,0.0048,-8.51,0.0053
J1623-147.2,J1623,147.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4565.541039,826.1427124,24534,20240724,2.93,0.0024,-8.3,0.0058
G5-33,G5,33,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4566.3,826.0744604,25158,20240906,5.16,0.0293,-7.73,0.0398
J1623-148.2,J1623,148.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4566.801508,826.0293608,24535,20240724,3.73,0.0089,-8.01,0.0181
G5-34,G5,34,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4567.3,825.9845324,25159,20240906,5.38,0.008,-4.92,0.0084
J1623-149.1,J1623,149.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4567.93593,825.9273445,24536,20240724,2.78,0.013,-7.91,0.0247
G5-35,G5,35,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4568.3,825.8946043,25160,20240906,6.15,0.003,-7.06,0.0078
J1623-150.3,J1623,150.3,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4569.448492,825.7913226,24537,20240724,3.77,0.0073,-7.94,0.0114
G5-37,G5,37,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4570.3,825.7147482,25163,20240906,5.22,0.0206,-2.36,0.0397
J1623-151.1,J1623,151.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4570.456868,825.7006414,24315,20240712,2.88,0.0121,-8.12,0.0107
G5-38,G5,38,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4571.3,825.6248201,25164,20240906,4.67,0.0164,-7.4,0.0304
J1623-152,J1623,152,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4571.59129,825.598625,24316,20240712,3.37,0.0105,-7.42,0.0191
J1623-153,J1623,153,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4572.851759,825.4852735,24317,20240712,4.41,0.0028,-8.03,0.009
G5-40,G5,40,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4573.3,825.444964,25165,20240906,6.52,0.0049,-6.77,0.0074
J1623-154.3,J1623,154.3,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4574.490369,825.3379165,24318,20240712,3.18,0.0118,-7.64,0.0202
G5-42,G5,42,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4575.3,825.2651079,25166,20240906,4.37,0.0077,-3.93,0.0075
J1623-155,J1623,155,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4575.372697,825.2585704,24319,20240712,4.4,0.0074,-7.91,0.0056
G5-43,G5,43,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4576.3,825.1751799,25167,20240906,6.02,0.0051,-7.17,0.0094
J1623-156.1,J1623,156.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4576.759213,825.1338837,24320,20240712,3.52,0.0034,-7.7,0.0113
J1623-157.3,J1623,157.3,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4578.271776,824.9978619,24321,20240712,5.26,0.0095,-8.17,0.0133
G5-45,G5,45,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4578.3,824.9953237,25168,20240906,6.06,0.0061,-8.58,0.0125
G5-46,G5,46,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4579.3,824.9053957,25171,20240906,6.01,0.0064,-7.79,0.0096
J1623-158.2,J1623,158.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4579.406198,824.8958455,24322,20240712,4.12,0.0093,-7.26,0.0141
J1623-159,J1623,159,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4580.414573,824.8051643,24325,20240712,3.53,0.0041,-7.81,0.0119
G5-49,G5,49,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4582.3,824.6356115,14056,20210702,6.33,0.006,-10.25,0.0081
J1623-160.8,J1623,160.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4582.683417,824.6011316,24326,20240712,3.75,0.017,-8.13,0.0127
J1623-161,J1623,161,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4582.935511,824.5784613,24327,20240712,3.4,0.0106,-7.85,0.0133
J1623-161.6,J1623,161.6,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4583.691792,824.5104503,24328,20240712,3.18,0.0123,-7.7,0.0141
G5-50.5,G5,50.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4583.8,824.5007194,14057,20210702,6.21,0.0019,-7.38,0.0078
G5-52,G5,52,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4585.3,824.3658273,14058,20210702,6.45,0.0034,-7.13,0.0086
J1623-163,J1623,163,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4585.456449,824.3517582,24329,20240712,2.96,0.0202,-7.99,0.0206
J1623-163.8,J1623,163.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4586.464824,824.261077,24330,20240712,2.96,0.0045,-8.14,0.0118
G5-53.6,G5,53.6,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4586.9,824.2219424,14059,20210702,5.8,0.0059,-8.29,0.002
J1623-165,J1623,165,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4587.977387,824.1250551,24331,20240712,2.82,0.0029,-7.81,0.0095
J1623-165.1,J1623,165.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4588.103434,824.11372,24332,20240712,2.66,0.0152,-7.63,0.0202
G5-55.6,G5,55.6,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4588.9,824.0420863,14060,20210702,6.21,0.0051,-7.4,0.0051
J1623-166,J1623,166,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4589.237856,824.0117036,24335,20240712,2.9,0.0138,-7.8,0.0195
J1623-167.1,J1623,167.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4590.624372,823.8870169,24336,20240712,3.06,0.0046,-8.13,0.013
G5-57.4,G5,57.4,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4590.7,823.8802158,14061,20210702,6.66,0.0061,-6.85,0.0079
J1623-168.1,J1623,168.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4591.884841,823.7736654,24337,20240712,2.99,0.0122,-8.2,0.0146
G5-58.8,G5,58.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4592.1,823.7543165,14062,20210702,7.17,0.0056,-5.62,0.0054
J1623-169.2,J1623,169.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4593.271357,823.6489787,24338,20240712,2.82,0.0097,-8.15,0.0106
G5-60,G5,60,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4593.3,823.6464029,14063,20210702,6.36,0.0018,-7.72,0.0099
G5-61.5,G5,61.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4594.8,823.5115108,14064,20210702,6.57,0.0051,-6.63,0.0087
J1623-170.5,J1623,170.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4594.909966,823.5016217,24339,20240712,3.13,0.0161,-7.06,0.0126
J1623-171.6,J1623,171.6,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4596.296482,823.376935,24340,20240712,2.9,0.011,-8.12,0.0194
G5-63,G5,63,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4596.3,823.3766187,14065,20210702,7.17,0.0045,-5.56,0.0077
G5-64.5,G5,64.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4597.8,823.2417266,14068,20210702,6.17,0.0051,-7.03,0.0055
G5-66,G5,66,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4599.3,823.1068345,14069,20210702,5.26,0.0043,-6.48,0.0064
J1623-174.1,J1623,174.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4599.447655,823.0935562,24341,20240712,2.76,0.0046,-7.95,0.0068
J1623-175.2,J1623,175.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4600.834171,822.9688695,24342,20240712,4.23,0.0081,-8,0.0081
G5-68,G5,68,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4601.3,822.9269784,14070,20210702,4.92,0.0195,-5.75,0.0292
J1623-176.3,J1623,176.3,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4602.220687,822.8441828,24345,20240712,2.8,0.0061,-8.07,0.0099
J1623-177.1,J1623,177.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4603.229062,822.7535016,24346,20240712,3.05,0.0111,-8.4,0.0139
G5-70,G5,70,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4603.3,822.7471223,14071,20210702,4.79,0.0033,-7.1,0.0051
J1623-177.6,J1623,177.6,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4603.859296,822.6968259,24347,20240712,3.04,0.0178,-8.08,0.0201
G5-71.5,G5,71.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4604.8,822.6122302,14072,20210702,6.19,0.0082,-7.27,0.0282
J1623-178.8,J1623,178.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4605.371859,822.560804,24348,20240712,4.01,0.0164,-8.24,0.0327
J1623-179.1,J1623,179.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4605.75,822.5267986,24349,20240712,2.74,0.0105,-8.06,0.0134
J1623-180.4,J1623,180.4,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4607.38861,822.3794416,24350,20240712,2.21,0.0151,-6.14,0.0173
G5-74.2,G5,74.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4607.5,822.3694245,14073,20210702,5.33,0.0044,-5.41,0.0061
J1623-181.3,J1623,181.3,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4608.523032,822.2774252,24351,20240712,2.64,0.0077,-8.16,0.0106
G5-76,G5,76,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4609.3,822.207554,14074,20210702,5.98,0.0064,-6.45,0.0058
G5-76.9,G5,76.9,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4610.2,822.1266187,14075,20210702,5.32,0.0044,-7.52,0.0062
J1623-182.7,J1623,182.7,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4610.287688,822.1187331,24352,20240712,3.22,0.0133,-6.97,0.0122
J1623-183.9,J1623,183.9,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4611.800251,821.9827112,24355,20240712,3.01,0.02,-7.21,0.0249
G5-79,G5,79,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4612.3,821.9377698,14076,20210702,5.41,0.0051,-8.06,0.0022
J1623-184.9,J1623,184.9,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4613.06072,821.8693597,24356,20240712,3.67,0.0146,-8.31,0.0122
G5-80.8,G5,80.8,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4614.1,821.7758993,14077,20210702,5.69,0.0057,-7.05,0.0057
J1623-186.1,J1623,186.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4614.573283,821.7333379,24357,20240712,3.94,0.0081,-7.95,0.017
G5-82.2,G5,82.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4615.5,821.65,14080,20210702,5.61,0.0039,-9.22,0.0086
J1623-187.2,J1623,187.2,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4615.959799,821.6086512,24358,20240712,3.31,0.0052,-7.72,0.0071
G5-84.1,G5,84.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4617.4,821.4791367,14081,20210702,5.49,0.0894,-7.51,0.1303
J1623-188.5,J1623,188.5,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4617.598409,821.4612942,24359,20240712,3.23,0.0058,-7.85,0.0126
G5-86,G5,86,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4619.3,821.3082734,14082,20210702,4.59,0.0041,-5.13,0.0041
G5-88,G5,88,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4621.3,821.1284173,14083,20210702,4.61,0.005,-8.59,0.0043
G5-92.1,G5,92.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4625.4,820.7597122,14084,20210702,5.54,0.0246,-6.91,0.0432
R2-1,R2,1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4626.815057,820.6324589,7402,20180917,6.06,0.004,-7.08,0.007
G5-94.1,G5,94.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4627.4,820.5798561,14085,20210702,4.08,0.0037,-7.28,0.0041
G5-96,G5,96,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4629.3,820.4089928,14086,20210702,5.3,0.0065,-6.95,0.0057
R2-6.1,R2,6.1,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4629.804063,820.3636634,7410,20180917,6.79,0.004,-7.39,0.008
G5-97,G5,97,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4630.3,820.3190647,14087,20210702,5.09,0.0043,-6.49,0.0073
R2-7,R2,7,Akademikerbreen,Grusdievbreen,lower Grusdievbreen,4630.331534,820.3162289,7407,20180917,6.96,0.005,-6.75,0.007
